Ticker,Open,High,Low,Close,Volume,Date,SMA_14,EMA_14,RSI_14,OBV
A,132.84850311720197,133.71711540608118,131.19113797571237,133.2079315185547,2009400.0,2024-07-22,133.2079315185547,133.2079315185547,100.0,2009400.0
A,137.3912814215672,137.44120499780092,130.28260292053602,130.4423370361328,1640800.0,2024-07-23,131.82513427734375,132.8391855875651,0.0,368600.0
A,130.6619828676464,134.21632196266444,129.9730771555546,133.94676208496094,2066700.0,2024-07-24,132.53234354654947,132.98686245388456,57.70997583784108,2435300.0
A,133.73709546452983,138.1500684435564,133.23789016960097,134.7654571533203,1338900.0,2024-07-25,133.0906219482422,133.22400841380932,63.07165495804075,3774200.0
A,136.47274207672857,140.0670109570847,135.8637110248867,137.10174560546875,1717700.0,2024-07-26,133.8928466796875,133.74104003936392,73.42576246628285,5491900.0
A,137.3713093037074,137.56100975317014,135.40443922433545,137.16165161132812,1222600.0,2024-07-29,134.4376475016276,134.19712158229248,73.62993280399164,6714500.0
A,137.82058778025268,139.50790407374072,136.892073266768,139.26829528808594,1428000.0,2024-07-30,135.12774004255022,134.87327807639826,79.57333058390901,8142500.0
A,140.16685801048584,143.77112074407643,139.48794614177172,141.1752471923828,2582700.0,2024-07-31,135.8836784362793,135.7135406251962,83.25289661990078,10725200.0
A,142.01392489226473,143.99077355423452,141.52469822876927,142.6329345703125,2896500.0,2024-08-01,136.63359578450522,136.63612648454506,85.41559993936491,13621700.0
A,141.75432978483943,142.94244081174477,135.544214762765,138.81900024414062,2298400.0,2024-08-02,136.85213623046874,136.9271763191578,62.627203514182845,11323300.0
A,136.33296652923715,136.6025416491016,132.84850815170023,134.48590087890625,1885200.0,2024-08-05,136.63702392578125,136.60167292712427,47.21494782221603,9438100.0
A,135.20476524350838,138.69920243706017,134.05659911658478,136.04342651367188,1462000.0,2024-08-06,136.58755747477213,136.52724007199728,51.80604988988677,10900100.0
A,137.03184961664516,137.8705108323272,133.47751045391405,133.74708557128906,1553900.0,2024-08-07,136.36905963604266,136.1565528052362,45.51979305399056,9346200.0
A,133.9367806880298,137.00190865226824,133.56737362786532,136.54263305664062,976900.0,2024-08-08,136.38145773751395,136.20803017209013,52.99719320108759,10323100.0
A,136.62250136662837,137.6408844332587,135.88368728074116,136.68240356445312,737600.0,2024-08-09,136.629634312221,136.27127995773853,53.34199647277784,11060700.0
A,136.59254393354954,136.59254393354954,134.2662455405006,135.3844757080078,1347200.0,2024-08-12,136.9826442173549,136.15303939110777,49.69621532621748,9713500.0
A,135.61411465257828,137.48113761365764,135.11490934879993,137.2015838623047,1158000.0,2024-08-13,137.21513148716517,136.2928453206007,54.39561947916507,10871500.0
A,137.71077110328545,138.46957293340128,135.66404149614598,135.8137969970703,1090000.0,2024-08-14,137.2900129045759,136.22897221079666,50.514268782055616,9781500.0
A,137.441197101063,139.76749546216038,137.441197101063,139.6676483154297,1120300.0,2024-08-15,137.47329166957311,136.68746235808106,59.21699046694702,10901800.0
A,139.56781068077564,140.6760470530601,138.2998401911855,139.81741333007812,1284800.0,2024-08-16,137.66298893519811,137.10478915434734,59.51495858091103,12186600.0
A,140.32661182515838,141.06542591351743,139.05862610699165,140.2866668701172,1714000.0,2024-08-19,137.73572976248605,137.52903951644998,60.48902842408654,13900600.0
A,140.37653288988594,141.31502603304827,139.2083791111511,139.5278778076172,1227700.0,2024-08-20,137.61806052071708,137.79555128860562,58.056571903131335,12672900.0
A,139.75750797520482,140.5662181031534,138.92882537009285,139.7675018310547,2263000.0,2024-08-21,137.41338675362724,138.05847802759885,58.62245558168195,14935900.0
A,145.1489335452735,145.21881436321638,137.93041415512727,139.99713134765625,2634500.0,2024-08-22,137.49753897530692,138.31696513693984,59.19066032070749,17570400.0
A,140.9855588077324,142.04387154073856,139.9372246956757,140.64608764648438,1735700.0,2024-08-23,137.93755231584822,138.62751480487913,60.827817334130486,19306100.0
AAPL,226.4983442399413,227.26661302541467,222.587181224328,223.45523071289065,48201800.0,2024-07-22,223.45523071289065,223.45523071289065,100.0,48201800.0
AAPL,223.86429647317823,226.4285113596948,222.1781030613285,224.5028533935547,39960300.0,2024-07-23,223.97904205322266,223.5949137369792,100.0,88162100.0
AAPL,223.4951403192113,224.29334029380243,216.64062905712152,218.0474395751953,61777600.0,2024-07-24,222.00184122721353,222.85525051540802,13.095927185000619,26384500.0
AAPL,218.4365585703147,220.35224458682225,214.13627507494223,216.99981689453125,51391200.0,2024-07-25,220.75133514404297,222.07452603262448,11.369159275157969,-25006700.0
AAPL,218.2070723817432,218.9953003385308,215.5231328955533,217.46875,41601300.0,2024-07-26,220.09481811523438,221.46042256160788,16.6659279486948,16594600.0
AAPL,216.47100932714253,218.80573164190093,215.26372979848315,217.7481231689453,36311800.0,2024-07-29,219.70370229085287,220.96544930925288,19.74320387645777,52906400.0
AAPL,218.6959746261333,219.8334045947242,215.63288672795755,218.30685424804688,41643800.0,2024-07-30,219.50415257045202,220.61096996775876,25.655995889751182,94550200.0
AAPL,220.94091084366264,223.3155515626994,220.1327388945849,221.5794677734375,50036300.0,2024-07-31,219.7635669708252,220.74010300851594,49.24339013398182,144586500.0
AAPL,223.86429233538576,223.9740450176905,216.53086747941563,217.8678436279297,62501000.0,2024-08-01,219.5529310438368,220.35713509110445,35.490360418185304,82085500.0
AAPL,218.65606496292435,225.09153987705304,217.2193232804361,219.36447143554688,105568600.0,2024-08-02,219.53408508300782,220.22477993703012,42.46779765791962,187654100.0
AAPL,198.64127617987643,213.0188017705649,195.55824424838744,208.79833984375,119548600.0,2024-08-05,218.55810824307528,218.70125459125944,23.303827921504478,68105500.0
AAPL,204.83729660703725,209.51672869129231,200.6168344706096,206.762939453125,69660500.0,2024-08-06,217.57517751057944,217.10947923950818,21.30899206322968,-1555000.0
AAPL,206.43367474426563,213.1584893542,205.9248296826355,209.3471069335937,63516400.0,2024-08-07,216.94224900465744,216.07449626538627,29.554011025944916,61961400.0
AAPL,212.6296774525561,213.71721707569145,208.35932525259923,212.8292236328125,47161100.0,2024-08-08,216.6484614780971,215.64179324770976,38.85138915567798,109122500.0
AAPL,211.62197118803232,216.29141600978787,211.4922593126285,215.7526397705078,42201600.0,2024-08-09,216.09827641078405,215.65657278408284,45.37016589245093,151324100.0
AAPL,215.83255236617865,219.26875909808803,215.36306766380915,217.2909393310547,38028100.0,2024-08-12,215.58313969203405,215.8744883236791,48.482385375315005,189352200.0
AAPL,218.76929897291208,221.646138683676,218.76929897291208,221.02682495117188,44155300.0,2024-08-13,215.79595293317522,216.56146654067814,55.162970556203604,233507500.0
AAPL,220.3276035510778,222.7848915052682,219.45854930599305,221.4763336181641,41960600.0,2024-08-14,216.11570412772042,217.21678215100962,55.90391890805972,275468100.0
AAPL,224.35317447515425,225.1023502377712,222.5151850202656,224.47303771972656,46414000.0,2024-08-15,216.61601039341517,218.18428289350524,60.58073317352362,321882100.0
AAPL,223.67391069385005,226.5807162697698,223.4042031553576,225.80157470703125,44340200.0,2024-08-16,217.1912569318499,219.1999218019754,62.48058885887479,366222300.0
AAPL,225.4719428035102,225.7416503506828,222.79488010428776,225.64175415039065,40687800.0,2024-08-19,217.71517835344588,220.05883278176412,62.09288725526121,325534500.0
AAPL,225.52188562847152,226.92034094772856,225.20222998863,226.2610626220703,30299000.0,2024-08-20,218.04957798549108,220.88579676047164,63.04970551055043,355833500.0
AAPL,226.2710625686077,227.7294495174454,224.8026768547104,226.15118408203125,34765500.0,2024-08-21,218.64124516078405,221.58784840334624,62.74708882527611,321068000.0
AAPL,227.53966079897057,228.0890594184181,223.6539363698164,224.2832489013672,43695300.0,2024-08-22,218.99258640834265,221.9472351364157,57.67881853035045,277372700.0
AAPL,225.41200238324527,227.96918649391685,224.0834622297127,226.5906982421875,38677300.0,2024-08-23,220.26346915108817,222.56636355051864,61.785144871466116,316050000.0
ABBV,171.9469232532059,173.34574137880236,170.63737335429246,172.234619140625,4066900.0,2024-07-22,172.234619140625,172.234619140625,100.0,4066900.0
ABBV,171.94691054529594,173.206838298004,171.4012647944085,171.7782440185547,2933800.0,2024-07-23,172.00643157958984,172.17376912434895,0.0,1133100.0
ABBV,171.8278621820955,175.2009355934349,171.5798427461693,174.81402587890625,6117700.0,2024-07-24,172.94229634602866,172.52580335828992,87.75055061828976,7250800.0
ABBV,175.59775152941782,184.6355799113916,170.43895055726438,180.726791381836,9442200.0,2024-07-25,174.88842010498047,173.61926842809606,95.68769382251699,16693000.0
ABBV,181.99665566357493,185.36972901205732,180.6672751448806,183.693115234375,6948800.0,2024-07-26,176.64935913085938,174.9624480022666,96.80587494481931,23641800.0
ABBV,182.581980883373,184.65543486789755,179.0997934603845,180.4986267089844,5458500.0,2024-07-29,177.29090372721353,175.7006051631623,74.42453240401122,18183300.0
ABBV,182.1355473204587,186.22291787311875,181.15340005330617,185.3002777099609,6032200.0,2024-07-30,178.43510001046317,176.98056150273544,81.38946851963067,24215500.0
ABBV,184.91336771769343,186.0145746048705,181.99665676582435,183.8518524169922,6473900.0,2024-07-31,179.1121940612793,177.89673362463634,74.77436729753417,17741600.0
ABBV,186.2824286623266,189.45707418433244,185.2903509905808,188.20706176757807,6595500.0,2024-08-01,180.12273491753473,179.27144404369523,80.03018163751949,24337100.0
ABBV,189.4670038286584,192.3737994982385,184.9828233128068,187.79039001464844,6303900.0,2024-08-02,180.8895004272461,180.407303506489,78.34829316326008,18033200.0
ABBV,185.9649610266155,187.79038035355964,181.58989475559363,182.89944458007807,6459300.0,2024-08-05,181.0722226229581,180.73958898296755,61.90309244696469,11573900.0
ABBV,183.9609585926878,186.3320388016261,181.6295851064373,184.2387542724609,4273200.0,2024-08-06,181.33610026041666,181.2061443549,64.12378836138856,15847100.0
ABBV,186.41140006698893,188.08801385864624,184.50661263524304,186.0244903564453,6351000.0,2024-08-07,181.69674565241888,181.84859048843938,66.89467154311532,22198100.0
ABBV,185.4391601777817,189.19914310374824,185.4391601777817,188.8915863037109,5744600.0,2024-08-08,182.21066284179688,182.78765659714227,70.79482018935515,27942700.0
ABBV,189.26858031844904,189.49675394833247,186.60981937781315,188.42530822753903,3206500.0,2024-08-09,183.36714063371932,183.53934348119517,69.36361329606837,24736200.0
ABBV,188.5741259004033,189.0602494098188,186.21297619453384,188.6733245849609,4808300.0,2024-08-12,184.57393210274833,184.2238742950306,69.71433134388835,29544500.0
ABBV,189.0503213638131,190.4193934142004,187.879676960888,189.7150115966797,3477300.0,2024-08-13,185.63828822544642,184.9560259352505,71.20532031801835,33021800.0
ABBV,189.4868376736814,191.81822628660825,188.96103771211136,191.4709930419922,4153400.0,2024-08-14,186.40573120117188,185.82468821614938,73.5676494586946,37175200.0
ABBV,192.9492046077772,193.445243476506,189.77454373758889,191.86782836914065,4719900.0,2024-08-15,186.98963928222656,186.63044023654822,74.08508123413856,41895100.0
ABBV,192.3440304291612,192.71109433614825,190.74678471743547,192.3638610839844,3674900.0,2024-08-16,187.83715602329798,187.39489634953972,74.75043987806191,45570000.0
ABBV,191.86782239905853,195.61787491893085,191.81823062405272,195.31033325195312,4309300.0,2024-08-19,188.55215999058314,188.45028793652818,78.3124359227198,49879300.0
ABBV,195.5583554182641,195.91550400315563,192.59205272226703,194.59603881835932,3631800.0,2024-08-20,189.3196018763951,189.269721387439,75.53065778793214,46247500.0
ABBV,194.88375435590845,195.77661826989967,194.11985025479729,194.97303771972656,4250400.0,2024-08-21,189.80288587297713,190.03016356507734,76.01491983416133,50497900.0
ABBV,195.449229683816,195.9750296738431,193.80239214379583,194.81430053710932,3676700.0,2024-08-22,190.3045937674386,190.6680484946816,75.33883637182878,46821200.0
ABBV,195.68732849310595,196.4115409835166,194.6754049892812,195.9849548339844,4720300.0,2024-08-23,191.23927307128906,191.37696933992197,76.96591001183674,51541500.0
ABNB,148.13999938964844,150.3699951171875,146.5500030517578,150.17999267578125,3672100.0,2024-07-22,150.17999267578125,150.17999267578125,100.0,3672100.0
ABNB,150.55999755859375,151.25,147.8300018310547,148.75,2676900.0,2024-07-23,149.46499633789062,149.9893269856771,0.0,995200.0
ABNB,146.72999572753906,147.11000061035156,142.97999572753906,144.22999572753906,5461900.0,2024-07-24,147.7199961344401,149.22141615125872,0.0,-4466700.0
ABNB,141.25,141.94500732421875,137.5800018310547,140.02999877929688,5626500.0,2024-07-25,145.7974967956543,147.99589383499716,0.0,-10093200.0
ABNB,141.89999389648438,141.91000366210938,139.02999877929688,140.10000610351562,5101400.0,2024-07-26,144.65799865722656,146.94310880413295,0.7767986297215828,-4991800.0
ABNB,141.24000549316406,142.42999267578125,140.0,140.2899932861328,2723200.0,2024-07-29,143.92999776204428,146.05602673506627,2.9794099632447484,-2268600.0
ABNB,140.64999389648438,140.99000549316406,137.89999389648438,138.99000549316406,2996200.0,2024-07-30,143.22428458077567,145.1138905694793,2.560559366170864,-5264800.0
ABNB,140.7899932861328,141.22000122070312,139.10000610351562,139.55999755859375,3331400.0,2024-07-31,142.76624870300293,144.37337150136125,8.626044176522427,-1933400.0
ABNB,139.6999969482422,139.77999877929688,132.89999389648438,135.08999633789062,5166900.0,2024-08-01,141.91333177354602,143.13558814623184,5.653754205566031,-7100300.0
ABNB,129.30999755859375,129.60000610351562,126.5,128.22999572753906,7745500.0,2024-08-02,140.5449981689453,141.14817582373948,3.6023037755987986,-14845800.0
ABNB,123.7699966430664,125.9499969482422,122.05999755859376,125.30999755859376,7521900.0,2024-08-05,139.1599981134588,139.03641872172005,3.0885836502417447,-22367700.0
ABNB,126.90499877929688,131.4499969482422,126.3000030517578,130.47000122070312,11148400.0,2024-08-06,138.43583170572916,137.89422972158445,23.775394595778593,-11219300.0
ABNB,112.44000244140624,115.5500030517578,110.37999725341795,113.01000213623048,29027900.0,2024-08-07,136.47999866192157,134.57633271020393,13.373094098688227,-40247200.0
ABNB,113.9800033569336,116.43000030517578,112.41999816894533,114.63999938964844,8006200.0,2024-08-08,134.91999871390206,131.91815493412986,17.023040751311257,-32241000.0
ABNB,114.46499633789062,116.26000213623048,112.5999984741211,115.08000183105467,4764400.0,2024-08-09,132.41285651070731,129.67306785371983,18.027094449630084,-27476600.0
ABNB,115.4800033569336,115.5,113.2699966430664,113.62000274658205,3981000.0,2024-08-12,129.90357099260603,127.53265917276812,17.27991782286051,-31457600.0
ABNB,114.38999938964844,117.7699966430664,114.0500030517578,116.9000015258789,4662000.0,2024-08-13,127.95142854963031,126.11497148651623,24.81888871619961,-26795600.0
ABNB,117.72000122070312,118.73999786376952,116.18000030517578,116.23999786376952,3504800.0,2024-08-14,126.25214276994977,124.79830833681666,24.338218468586902,-30300400.0
ABNB,118.19499969482422,119.13300323486328,116.37000274658205,118.87999725341795,5266300.0,2024-08-15,124.73642785208565,124.00920019236351,30.164399139725745,-25034100.0
ABNB,117.9000015258789,118.8000030517578,116.22000122070312,116.30999755859376,4592000.0,2024-08-16,123.0235710144043,122.98263984119421,27.911198820270855,-29626100.0
ABNB,116.93000030517578,119.3000030517578,116.44000244140624,119.13999938964844,4184700.0,2024-08-19,121.60571343558175,122.47028778098812,33.777309772317906,-25441400.0
ABNB,118.94000244140624,119.27999877929688,117.1750030517578,117.37999725341795,3940000.0,2024-08-20,120.02142769949776,121.7915823773121,32.03159915802699,-29381400.0
ABNB,118.04000091552734,118.2699966430664,116.6999969482422,117.68000030517578,5028500.0,2024-08-21,118.77785655430385,121.24337143436058,32.6703780149509,-24352900.0
ABNB,117.68000030517578,118.3949966430664,115.3000030517578,115.4499969482422,4875500.0,2024-08-22,117.86499949863979,120.47092150287814,30.38446547948034,-29228400.0
ABNB,116.63999938964844,118.6999969482422,116.37000274658205,116.8499984741211,4998400.0,2024-08-23,117.26071384974888,119.98813176571053,33.52892375136494,-24230000.0
ABT,102.0191887140866,103.34295171693977,101.83007754407724,103.23346710205078,7880300.0,2024-07-22,103.23346710205078,103.23346710205078,100.0,7880300.0
ABT,103.52210740745116,103.84060603352133,102.88511015531084,103.43252563476562,5894500.0,2024-07-23,103.3329963684082,103.2600082397461,100.0,13774800.0
ABT,103.73112558897158,106.80662735869832,103.05431503216344,106.75686645507812,8680900.0,2024-07-24,104.47428639729817,103.72625600179038,100.0,22455700.0
ABT,106.51798458527465,108.20005952126232,105.4231460113113,105.46295928955078,6356600.0,2024-07-25,104.72145462036133,103.95781644015844,71.57767348186971,16099100.0
ABT,105.96061632738596,106.63742688589502,104.16906432681954,104.746337890625,8611600.0,2024-07-26,104.72643127441407,104.06295263355399,61.20240281765203,7487500.0
ABT,100.11814880431427,104.68662198195916,99.45129346263836,104.2785415649414,19452700.0,2024-07-29,104.65178298950195,104.09169782440564,55.54261799161059,-11965200.0
ABT,104.2685875638745,105.1842701496054,102.29787212678694,104.82595825195312,9126300.0,2024-07-30,104.67666516985211,104.18959921474531,60.182924949797,-2838900.0
ABT,105.0051157415276,106.3288787387441,103.06426592877122,105.44305419921876,8238400.0,2024-07-31,104.77246379852295,104.35672654600845,64.6608632737558,5399500.0
ABT,106.14972625792797,110.16082106450745,105.83122762199528,109.63330841064452,9069200.0,2024-08-01,105.31255764431424,105.06027079462659,80.60842312102572,14468700.0
ABT,109.66316802211726,111.51444374265874,107.89151886008666,110.7878646850586,9885700.0,2024-08-02,105.86008834838867,105.82394998001752,82.89841566689509,24354400.0
ABT,110.81771687200248,111.47462455448668,107.86165508164216,108.12042999267578,7121400.0,2024-08-05,106.06557395241477,106.13014731503863,64.07250415306564,17233000.0
ABT,108.43892794782104,110.12100282720222,108.12042932622995,108.9863510131836,5634800.0,2024-08-06,106.30897204081218,106.5109744747913,66.71507441531764,22867800.0
ABT,109.0958396666844,111.82298468965986,108.88682565042484,109.4242935180664,6365100.0,2024-08-07,106.54861215444711,106.89941701389465,67.99714466611167,29232900.0
ABT,109.43424366030372,110.69829059854548,108.70767219567604,109.2451400756836,5476600.0,2024-08-08,106.74122129167829,107.21218008879984,66.86255212335429,23756300.0
ABT,108.76738390143636,108.76738390143636,107.18484598034344,108.20005798339844,5435000.0,2024-08-09,107.09597778320312,107.34389714141298,60.51875658637898,18321300.0
ABT,107.89151841075235,107.89151841075235,106.60756863613656,107.2943344116211,4795900.0,2024-08-12,107.37182126726422,107.33728877744073,55.59567343936179,13525400.0
ABT,107.29433078972514,108.05076028607384,107.09526440099684,107.73226165771484,4920400.0,2024-08-13,107.44149235316685,107.38995182814395,57.40012998163066,18445800.0
ABT,107.56306454395737,109.6631675557084,107.20475262578896,109.37452697753906,5822900.0,2024-08-14,107.72089004516602,107.65456184806331,63.405775879671566,24268700.0
ABT,109.95180491686314,110.80777140815378,109.24513631937552,110.41960144042967,7458500.0,2024-08-15,108.12612315586635,108.02323379371217,66.62980387447286,31727200.0
ABT,110.83762861635674,111.07650068844195,110.0513334690697,110.47931671142578,4643300.0,2024-08-16,108.56903566632953,108.35071151607399,66.80974057925415,36370500.0
ABT,110.47931939801828,111.7234558777257,110.32006628368464,111.3750991821289,3495800.0,2024-08-19,109.03683144705636,108.75396320488132,69.46924312321636,39866300.0
ABT,111.29547442582272,111.564204568601,109.81246584422487,110.25039672851562,5822400.0,2024-08-20,109.38021305629185,108.95348767469923,62.6783473308084,34043900.0
ABT,110.44945702798113,110.9272011651286,110.16081646471837,110.86748504638672,4081400.0,2024-08-21,109.46836853027344,109.20868732425757,64.71633944815738,38125300.0
ABT,111.2656142985676,111.62392621135572,110.52908763055048,111.57415771484376,3690400.0,2024-08-22,109.52453231811523,109.52408337633574,66.94255191679525,41815700.0
ABT,111.87275164288764,112.25096639181557,111.36514184262694,112.16139221191406,4511600.0,2024-08-23,109.81317247663226,109.87572455441286,68.70934457006543,46327300.0
ACGL,91.40987228738152,92.45586646516796,91.08657027226931,91.8282699584961,973000.0,2024-07-22,91.8282699584961,91.8282699584961,100.0,973000.0
ACGL,92.35126582867709,92.63653102857982,91.3528194920678,91.50496673583984,605300.0,2024-07-23,91.66661834716797,91.78516286214193,0.0,367700.0
ACGL,92.23715600552453,92.74113105798578,91.51447110239026,91.66661834716795,1002400.0,2024-07-24,91.66661834716797,91.76935692681207,34.99999999999801,1370100.0
ACGL,91.97090438350756,92.10402959356338,89.54611029861388,89.83138275146484,1366800.0,2024-07-25,91.20780944824219,91.5109603700991,6.629768524006863,3300.0
ACGL,90.23076170088756,93.064442536559,89.91696344216399,92.15158081054688,1108400.0,2024-07-26,91.39656372070313,91.59637642882547,55.614132086271475,1111700.0
ACGL,92.15157755509404,93.007380405336,91.90434191258112,92.24666595458984,1131100.0,2024-07-29,91.5382474263509,91.6830816989274,56.61857473267796,2242800.0
ACGL,92.77917138750648,94.21503023173132,92.71260877908706,93.37823486328124,1505900.0,2024-07-30,91.80110277448382,91.90910212084125,66.37160527840834,3748700.0
ACGL,95.2515007063448,95.63186155611275,90.11664737142702,91.07705688476562,2449700.0,2024-07-31,91.71059703826904,91.79816275603118,44.47402624130672,1299000.0
ACGL,91.45741997549084,92.4463553072072,89.46053453375471,92.33224487304688,2040000.0,2024-08-01,91.77966901991103,91.8693737049666,53.48810004746418,3339000.0
ACGL,92.18961051657485,94.50980527483586,91.7807238543367,93.82515716552734,3584700.0,2024-08-02,91.98421783447266,92.13014483304137,61.49481463188116,6923700.0
ACGL,95.4036481486442,95.6318617570726,89.77433077554454,91.3433074951172,2599900.0,2024-08-05,91.92595325816761,92.02523318798481,47.00761752065087,4323800.0
ACGL,91.4954607709994,92.87426078360446,91.4954607709994,91.89483642578124,1402000.0,2024-08-06,91.92336018880208,92.00784695302433,49.83586069320975,5725800.0
ACGL,91.63809514807672,93.15953136504815,91.61907311455074,92.04698181152344,1537200.0,2024-08-07,91.93286954439603,92.01306493415754,50.6188213226795,7263000.0
ACGL,91.69514907307408,93.8631966442907,91.42889863517452,93.56842041015624,1091800.0,2024-08-08,92.04969460623605,92.2204456642907,57.72464112609962,8354800.0
ACGL,93.56842015990868,94.09141001730394,93.06444508169238,93.93927001953124,737400.0,2024-08-09,92.20048032488141,92.44962224498943,59.263383016439825,9092200.0
ACGL,93.596943095198,94.40520539903476,92.97885759645924,93.15953063964844,740700.0,2024-08-12,92.31866346086774,92.54427669761064,54.750991363890265,8351500.0
ACGL,93.72055279360345,93.72055279360345,92.05648043715576,92.93131256103516,848600.0,2024-08-13,92.40899876185826,92.59588147940059,53.467781260944015,7502900.0
ACGL,93.17854523820417,96.07878866641586,93.17854523820417,95.94566345214844,1239100.0,2024-08-14,92.84573309762138,93.04251907576698,65.101950594195,8742000.0
ACGL,96.44963752881128,97.3244624292842,95.993203045428,96.6588363647461,1076500.0,2024-08-15,93.16767992292132,93.52469471429752,67.19195720423443,9818500.0
ACGL,97.28642756385312,97.84746147642652,96.54472786145112,97.5146484375,801600.0,2024-08-16,93.54396438598633,94.05668854405786,69.54874235276044,10620100.0
ACGL,97.50513819671232,98.3894741384864,97.33397616750506,97.94255065917967,865200.0,2024-08-19,93.86998694283622,94.57480349274077,70.68274430148739,11485300.0
ACGL,97.91402375223257,98.21831099461656,97.25790143858762,97.75237274169922,700600.0,2024-08-20,94.34679521833148,94.9984793926019,69.44494723612296,10784700.0
ACGL,98.13272227773808,99.57809206011504,97.91401968546012,99.46398162841795,1013200.0,2024-08-21,94.85620498657227,95.59387969071071,73.87859953897,11797900.0
ACGL,99.60662132366662,101.3087305681721,99.60662132366662,101.28020477294922,1144900.0,2024-08-22,95.3887083871024,96.35205636834252,77.59390204415897,12942800.0
ACGL,101.70810539985534,103.79057549188084,101.11854570242338,103.66695404052734,1514500.0,2024-08-23,96.2689688546317,97.32737605796717,81.3482864387923,14457300.0
ACN,329.379301234534,331.4707941603055,328.38335511691554,330.1661071777344,3419300.0,2024-07-22,330.1661071777344,330.1661071777344,100.0,3419300.0
ACN,330.0864220775503,330.85332005786915,326.64045694142914,328.9908752441406,1994000.0,2024-07-23,329.5784912109375,330.00940958658856,0.0,1425300.0
